accession	name	source_database	length	source_organism	gt_id
A0A075B6J6	Immunoglobulin lambda variable 3-22	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF4
A0A075B6J9	Immunoglobulin lambda variable 2-18	reviewed	118	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF4
A0A075B6K0	Immunoglobulin lambda variable 3-16	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF4
A0A075B6K2	Immunoglobulin lambda variable 3-12	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF4
A0A075B6K4	Immunoglobulin lambda variable 3-10	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF4
A0A075B6K5	Immunoglobulin lambda variable 3-9	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF4
A0A075B6K6	Immunoglobulin lambda variable 4-3	reviewed	122	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF4
A0A024RBG1	Diphosphoinositol polyphosphate phosphohydrolase NUDT4B	reviewed	181	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF41
A0A075B6H7	Probable non-functional immunoglobulin kappa variable 3-7	reviewed	116	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF41
A0A075B6H8	Probable non-functional immunoglobulin kappa variable 1D-42	reviewed	117	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF41
A0A075B6H9	Immunoglobulin lambda variable 4-69	reviewed	119	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF41
A0A075B6I0	Immunoglobulin lambda variable 8-61	reviewed	122	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF41
A0A075B6I1	Immunoglobulin lambda variable 4-60	reviewed	120	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF41
A0A075B6I3	Probable non-functional immunoglobulin lambda variable 11-55	reviewed	123	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF41
A0A075B6I4	Immunoglobulin lambda variable 10-54	reviewed	117	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF41
A0A075B6I6	Probable non-functional immunoglobulin lambda variable 1-50	reviewed	118	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF41
A0A075B6I7	Probable non-functional immunoglobulin lambda variable 5-48	reviewed	105	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF41
A0A075B6I9	Immunoglobulin lambda variable 7-46	reviewed	117	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF41
A0A075B6J1	Immunoglobulin lambda variable 5-37	reviewed	123	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF41
A0A075B6J2	Probable non-functional immunoglobulin lambda variable 2-33	reviewed	118	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF41
A0A075B6J6	Immunoglobulin lambda variable 3-22	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF41
A0A075B6J9	Immunoglobulin lambda variable 2-18	reviewed	118	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF41
A0A075B6K0	Immunoglobulin lambda variable 3-16	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF41
A0A075B6K2	Immunoglobulin lambda variable 3-12	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF41
A0A075B6K4	Immunoglobulin lambda variable 3-10	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF41
A0A075B6K5	Immunoglobulin lambda variable 3-9	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF41
A0A075B6K6	Immunoglobulin lambda variable 4-3	reviewed	122	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF41
A0A024RBG1	Diphosphoinositol polyphosphate phosphohydrolase NUDT4B	reviewed	181	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF45
A0A075B6H7	Probable non-functional immunoglobulin kappa variable 3-7	reviewed	116	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF45
A0A075B6H8	Probable non-functional immunoglobulin kappa variable 1D-42	reviewed	117	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF45
A0A075B6H9	Immunoglobulin lambda variable 4-69	reviewed	119	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF45
A0A075B6I0	Immunoglobulin lambda variable 8-61	reviewed	122	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF45
A0A075B6I1	Immunoglobulin lambda variable 4-60	reviewed	120	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF45
A0A075B6I3	Probable non-functional immunoglobulin lambda variable 11-55	reviewed	123	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF45
A0A075B6I4	Immunoglobulin lambda variable 10-54	reviewed	117	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF45
A0A075B6I6	Probable non-functional immunoglobulin lambda variable 1-50	reviewed	118	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF45
A0A075B6I7	Probable non-functional immunoglobulin lambda variable 5-48	reviewed	105	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF45
A0A075B6I9	Immunoglobulin lambda variable 7-46	reviewed	117	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF45
A0A075B6J1	Immunoglobulin lambda variable 5-37	reviewed	123	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF45
A0A075B6J2	Probable non-functional immunoglobulin lambda variable 2-33	reviewed	118	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF45
A0A075B6J6	Immunoglobulin lambda variable 3-22	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF45
A0A075B6J9	Immunoglobulin lambda variable 2-18	reviewed	118	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF45
A0A075B6K0	Immunoglobulin lambda variable 3-16	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF45
A0A075B6K2	Immunoglobulin lambda variable 3-12	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF45
A0A075B6K4	Immunoglobulin lambda variable 3-10	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF45
A0A075B6K5	Immunoglobulin lambda variable 3-9	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF45
A0A075B6K6	Immunoglobulin lambda variable 4-3	reviewed	122	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF45
A0A024RBG1	Diphosphoinositol polyphosphate phosphohydrolase NUDT4B	reviewed	181	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF46
A0A075B6H7	Probable non-functional immunoglobulin kappa variable 3-7	reviewed	116	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF46
A0A075B6H8	Probable non-functional immunoglobulin kappa variable 1D-42	reviewed	117	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF46
A0A075B6H9	Immunoglobulin lambda variable 4-69	reviewed	119	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF46
A0A075B6I0	Immunoglobulin lambda variable 8-61	reviewed	122	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF46
A0A075B6I1	Immunoglobulin lambda variable 4-60	reviewed	120	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF46
A0A075B6I3	Probable non-functional immunoglobulin lambda variable 11-55	reviewed	123	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF46
A0A075B6I4	Immunoglobulin lambda variable 10-54	reviewed	117	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF46
A0A075B6I6	Probable non-functional immunoglobulin lambda variable 1-50	reviewed	118	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF46
A0A075B6I7	Probable non-functional immunoglobulin lambda variable 5-48	reviewed	105	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF46
A0A075B6I9	Immunoglobulin lambda variable 7-46	reviewed	117	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF46
A0A075B6J1	Immunoglobulin lambda variable 5-37	reviewed	123	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF46
A0A075B6J2	Probable non-functional immunoglobulin lambda variable 2-33	reviewed	118	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF46
A0A075B6J6	Immunoglobulin lambda variable 3-22	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF46
A0A075B6J9	Immunoglobulin lambda variable 2-18	reviewed	118	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF46
A0A075B6K0	Immunoglobulin lambda variable 3-16	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF46
A0A075B6K2	Immunoglobulin lambda variable 3-12	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF46
A0A075B6K4	Immunoglobulin lambda variable 3-10	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF46
A0A075B6K5	Immunoglobulin lambda variable 3-9	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF46
A0A075B6K6	Immunoglobulin lambda variable 4-3	reviewed	122	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF46
A0A024RBG1	Diphosphoinositol polyphosphate phosphohydrolase NUDT4B	reviewed	181	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF47
A0A075B6H7	Probable non-functional immunoglobulin kappa variable 3-7	reviewed	116	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF47
A0A075B6H8	Probable non-functional immunoglobulin kappa variable 1D-42	reviewed	117	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF47
A0A075B6H9	Immunoglobulin lambda variable 4-69	reviewed	119	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF47
A0A075B6I0	Immunoglobulin lambda variable 8-61	reviewed	122	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF47
A0A075B6I1	Immunoglobulin lambda variable 4-60	reviewed	120	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF47
A0A075B6I3	Probable non-functional immunoglobulin lambda variable 11-55	reviewed	123	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF47
A0A075B6I4	Immunoglobulin lambda variable 10-54	reviewed	117	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF47
A0A075B6I6	Probable non-functional immunoglobulin lambda variable 1-50	reviewed	118	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF47
A0A075B6I7	Probable non-functional immunoglobulin lambda variable 5-48	reviewed	105	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF47
A0A075B6I9	Immunoglobulin lambda variable 7-46	reviewed	117	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF47
A0A075B6J1	Immunoglobulin lambda variable 5-37	reviewed	123	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF47
A0A075B6J2	Probable non-functional immunoglobulin lambda variable 2-33	reviewed	118	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF47
A0A075B6J6	Immunoglobulin lambda variable 3-22	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF47
A0A075B6J9	Immunoglobulin lambda variable 2-18	reviewed	118	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF47
A0A075B6K0	Immunoglobulin lambda variable 3-16	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF47
A0A075B6K2	Immunoglobulin lambda variable 3-12	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF47
A0A075B6K4	Immunoglobulin lambda variable 3-10	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF47
A0A075B6K5	Immunoglobulin lambda variable 3-9	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF47
A0A075B6K6	Immunoglobulin lambda variable 4-3	reviewed	122	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48044:SF47
A0A024RBG1	Diphosphoinositol polyphosphate phosphohydrolase NUDT4B	reviewed	181	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48049:SF36
A0A075B6H7	Probable non-functional immunoglobulin kappa variable 3-7	reviewed	116	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48049:SF36
A0A075B6H8	Probable non-functional immunoglobulin kappa variable 1D-42	reviewed	117	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48049:SF36
A0A075B6H9	Immunoglobulin lambda variable 4-69	reviewed	119	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48049:SF36
A0A075B6I0	Immunoglobulin lambda variable 8-61	reviewed	122	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48049:SF36
A0A075B6I1	Immunoglobulin lambda variable 4-60	reviewed	120	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48049:SF36
A0A075B6I3	Probable non-functional immunoglobulin lambda variable 11-55	reviewed	123	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48049:SF36
A0A075B6I4	Immunoglobulin lambda variable 10-54	reviewed	117	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48049:SF36
A0A075B6I6	Probable non-functional immunoglobulin lambda variable 1-50	reviewed	118	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48049:SF36
A0A075B6I7	Probable non-functional immunoglobulin lambda variable 5-48	reviewed	105	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48049:SF36
A0A075B6I9	Immunoglobulin lambda variable 7-46	reviewed	117	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48049:SF36
A0A075B6J1	Immunoglobulin lambda variable 5-37	reviewed	123	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48049:SF36
A0A075B6J2	Probable non-functional immunoglobulin lambda variable 2-33	reviewed	118	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48049:SF36
A0A075B6J6	Immunoglobulin lambda variable 3-22	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48049:SF36
A0A075B6J9	Immunoglobulin lambda variable 2-18	reviewed	118	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48049:SF36
A0A075B6K0	Immunoglobulin lambda variable 3-16	reviewed	115	{'taxId': '9606', 'scientificName': 'Homo sapiens', 'fullName': 'Homo sapiens (Human)'}	interpro7_family:PTHR48049:SF36
